10 -0.4 16.8 1.8 -0.8 27.4 
10 -0.4 5.5 1.4 0 16.5 
10 0 -0.5 2.2 1.1 12.8 
10 0 -0.9 3 0.3 12.4 
10 0 1 3 0 14 
10 0 1.8 -1.2 1.5 12.1 
10 0 11.5 2.9 1.5 25.9 
10 0 2.4 5.9 3.7 22 
10 0 2.5 -1.6 -2.4 8.5 
10 0 2.5 4.1 -0.8 15.8 
10 0 2.9 1 0 13.9 
10 0 3.5 3.3 0 16.8 
10 0 4 2.2 -0.5 15.7 
10 0 9.2 7.1 0.3 26.6 
10 1.1 3.2 -0.9 5.2 18.6 
10 1.5 -0.2 1.5 2.2 15 
10 1.5 -0.5 5.2 -1.2 15 
10 1.5 -1 -1.2 -0.8 8.5 
10 1.5 0.2 4.8 -0.1 16.4 
10 1.5 1 0 -0.4 12.1 
10 1.5 1.3 0.7 1.8 15.3 
10 1.5 5.4 2.2 0 19.1 
10 1.5 6.3 2.6 0.7 21.1 
10 1.5 7 2.6 0 21.1 
10 1.5 7.4 3.7 2.6 25.2 
10 1.5 9.3 -0.1 -0.4 20.3 
10.1 0 10.8 2.2 2.2 25.3 
10.1 0 13.8 4.8 0.7 29.4 
10.1 0 7 7.1 3.7 27.9 
10.1 0 9.7 3.7 5.6 29.1 
10.3 -0.4 -0.2 -0.9 -0.5 8.3 
10.3 -0.4 -1.6 -0.4 -1.6 6.3 
10.3 -0.4 -2.1 0.7 0.6 9.1 
10.3 -0.4 1.6 4.4 2.6 18.5 
10.3 -0.4 10.7 3.6 3.3 27.5 
10.3 -0.4 5.8 -2.4 -0.1 13.2 
10.3 -0.8 0.2 1.8 -2 9.5 
10.3 -0.8 10.1 -0.4 0 19.2 
10.3 -0.8 3.2 1.8 -2 12.5 
10.3 -0.8 7.4 1.1 2.6 20.6 
10.3 0 0 -0.4 -0.4 9.5 
10.3 0 0.2 4.5 -0.1 14.9 
10.3 0 0.5 1.4 0.7 12.9 
10.3 0 12.6 3.3 0.3 26.5 
10.3 0 6.6 1.5 -0.8 17.6 
10.3 1.1 -1.7 0 1.1 10.8 
10.3 1.1 -2.2 2.9 -0.5 11.6 
10.3 1.1 0.2 -0.1 3.7 15.2 
10.3 1.1 0.5 3.3 1.8 17 
10.3 1.1 1.4 -0.5 0.7 13 
10.3 1.1 2.8 0.6 0.3 15.1 
10.3 1.1 4.4 4.4 -0.9 19.3 
10.3 1.5 -4.4 -0.1 -1.6 5.7 
10.3 1.5 0.5 0.6 1.4 14.3 
10.3 1.5 11.9 7.1 4.5 35.3 
10.3 1.5 2.4 -1.3 1.8 14.7 
10.3 1.5 2.5 3.7 2.6 20.6 
10.3 1.5 3.5 3.3 3.3 21.9 
10.3 1.5 3.5 5.2 -0.9 19.6 
10.3 1.5 3.9 4.8 4.4 24.9 
10.3 1.5 9.3 1.8 0.3 23.2 
10.3 3 1.2 0.6 -2.4 12.7 
10.3 3 9.3 2.2 8.2 33 
10.4 -0.4 2.5 1.5 0.7 14.7 
10.4 -0.4 2.8 0.3 -2 11.1 
10.4 0 -0.5 -0.1 0.7 10.5 
10.4 0 -0.6 0.7 -1.2 9.3 
10.4 0 0.3 -0.4 -0.1 10.2 
10.4 0 1.1 1.5 -0.1 12.9 
10.4 0 1.8 -0.4 3.3 15.1 
10.4 0 11.9 5.2 5.6 33.1 
10.4 0 2.2 1.1 4.5 18.2 
10.4 0 3.6 -0.8 0.3 13.5 
10.4 0 3.6 -1.6 -0.8 11.6 
10.4 0 5.8 4.8 0.3 21.3 
10.4 0 7.3 -0.4 -1.2 16.1 
10.4 0 7.7 2.9 -0.4 20.6 
10.4 0 7.7 7.1 5.6 30.8 
10.4 0 9.6 2.2 5.6 27.8 
10.4 1.1 13.4 4.5 4.5 33.9 
10.4 1.5 -1.6 1.5 3.7 15.5 
10.4 1.5 0.5 -2.8 -2 7.6 
10.4 1.5 0.9 1.8 -0.4 14.2 
10.4 1.5 10.8 8.2 0 30.9 
10.4 3 12.3 8.6 2.6 36.9 
10.4 3 16.1 2.1 2.6 34.2 
10.4 3 5.9 0.7 0 20 
10.5 0 8.5 2.6 1.1 22.7 
10.7 -0.4 -0.2 0.3 0.7 11.1 
10.7 -0.4 -1.4 0 -2 6.9 
10.7 -0.4 0.9 0.6 1.8 13.6 
10.7 -0.4 1.6 3.3 -2 13.2 
10.7 -0.4 14.5 6.7 -0.1 31.4 
10.7 -0.4 2.1 3.3 -1.2 14.5 
10.7 -0.4 2.9 0.7 2.2 16.1 
10.7 -0.4 5.1 3.7 3.7 22.8 
10.7 -0.4 6.2 1.8 1.8 20.1 
10.7 -0.4 6.9 3.3 -2 18.5 
10.7 -0.4 6.9 8.2 -0.4 25 
10.7 -0.8 -1 0.7 0.3 9.9 
10.7 -0.8 -1.3 6 -2 12.6 
10.7 -0.8 0.2 0 -1.2 8.9 
10.7 -0.8 5.5 2.6 3.7 21.7 
10.7 -0.8 6.2 1.8 3.3 21.2 
10.7 0 -2.4 0 0 8.3 
10.7 0 0.7 1.5 -1.6 11.3 
10.7 0 1.3 2.9 -0.8 14.1 
10.7 0 10 7.8 7.5 36 
10.7 0 12.3 4.4 4.5 31.9 
10.7 0 2.9 -0.1 -1.2 12.3 
10.7 0 3.2 0.7 -0.8 13.8 
10.7 0 4.7 0 0.7 16.1 
10.7 0 4.8 0.3 0.7 16.5 
10.7 0 6.5 -0.6 -2.4 14.2 
10.7 0 6.6 3.7 0.7 21.7 
10.7 1.1 -2.2 -2.8 1 7.8 
10.7 1.1 -2.9 1.4 -2 8.3 
10.7 1.1 1.7 -1.6 -1.2 10.7 
10.7 1.1 1.7 0 0 13.5 
10.7 1.1 2 1.4 -0.5 14.7 
10.7 1.1 4.3 3.7 2.2 22 
10.7 1.1 9.2 2.6 -1.6 22 
10.7 1.5 0.6 5.6 2.6 21 
10.7 1.5 1 3 -0.4 15.8 
10.7 1.5 13.7 7.8 4.1 37.8 
10.7 1.5 6.7 3.7 -2.4 20.2 
10.7 1.5 7.4 3 -0.4 22.2 
10.7 1.5 8.4 2.9 -1.2 22.3 
10.7 3 1.3 1.5 0.3 16.8 
10.7 3 1.3 2.5 2.5 20 
10.8 -0.4 14.9 2.1 3.7 31.1 
10.8 -0.4 2.8 4.4 1.5 19.1 
10.8 -0.4 4.8 2.9 -0.4 17.7 
10.8 0 -0.4 -0.4 0 10 
10.8 0 10.4 2.6 2.2 26 
10.8 0 11.9 -1.2 5.6 27.1 
10.8 0 16.1 1.8 -0.4 28.3 
10.8 0 2.2 -0.8 -0.4 11.8 
10.8 0 2.5 1.4 0 14.7 
10.8 0 4 3.3 7.1 25.2 
10.8 0 4.4 6.3 2.6 24.1 
10.8 0 4.8 -0.4 0.7 15.9 
10.8 0 6.2 5.2 -0.4 21.8 
10.8 0 7 1.4 0.3 19.5 
10.8 0 7 4.8 -0.4 22.2 
10.8 1.1 5 1.1 -0.8 17.2 
10.8 1.5 -0.4 0 -0.4 11.5 
10.8 1.5 20.6 1.5 -0.1 34.3 
10.8 1.5 5.5 1.5 0 19.3 
10.8 3 10.1 1.1 -0.8 24.2 
10.8 3 10.8 8.6 6 39.2 
11 -0.8 -1.5 2.1 -0.5 10.3 
11 -0.8 1.2 1.8 -2.4 10.8 
11 -0.8 6.1 0.9 -1.3 15.9 
11 0 -2.1 1.1 -1.2 8.8 
11 0 0.1 0 0 11.1 
11 1.1 -1.1 -2.5 -2.8 5.7 
11 1.1 -1.5 -2.4 -1.2 7 
11 1.1 2.3 1.3 0.6 16.3 
11 1.1 8.1 3.7 -0.1 23.8 
11.1 -0.4 -2.9 0.7 0 8.5 
11.1 -0.4 0.9 0.3 1.1 13 
11.1 -0.4 1.3 0.3 -0.8 11.5 
11.1 -0.4 2.8 2.6 0 16.1 
11.1 -0.4 2.9 3 -0.5 16.1 
11.1 -0.4 5 7.4 0.7 23.8 
11.1 -0.4 5.1 0.7 -0.1 16.4 
11.1 -0.4 6.2 -0.4 -1.6 14.9 
11.1 -0.4 7.7 6.3 -0.8 23.9 
11.1 -0.8 -1.2 1.5 -0.4 10.2 
11.1 0 -0.8 3 5.6 18.9 
11.1 0 -2.8 1.1 2.6 12 
11.1 0 0 1.5 0.7 13.3 
11.1 0 0.3 -1.2 0.3 10.5 
11.1 0 0.3 0 -0.4 11 
11.1 0 0.9 3 -0.4 14.6 
11.1 0 1.3 0.3 -0.8 11.9 
11.1 0 14.9 7.4 3.3 36.7 
11.1 0 2 0.3 1.1 14.5 
11.1 0 3.3 8.5 10.5 33.4 
11.1 0 3.7 0 -0.4 14.4 
11.1 0 4.7 0.3 5.2 21.3 
11.1 0 5 -0.9 3.3 18.5 
11.1 0 5.1 0 -1.2 15 
11.1 0 5.9 2.2 1.5 20.7 
11.1 0 6.3 1.8 6 25.2 
11.1 1.1 0.2 1.8 3.7 17.9 
11.1 1.1 1.6 1.8 0.3 15.9 
11.1 1.1 2.8 -0.4 0.7 15.3 
11.1 1.1 5 -0.5 0.3 17 
11.1 1.1 6.2 3.3 1.1 22.8 
11.1 1.1 8.4 0 0 20.6 
11.1 1.1 9.2 -0.1 0.3 21.6 
11.1 1.5 -2.5 2.9 3.3 16.3 
11.1 1.5 2.4 0.3 0 15.3 
11.1 1.5 2.4 0.3 1 16.3 
11.1 1.5 2.4 1.1 -0.8 15.3 
11.1 1.5 2.5 3.7 3 21.8 
11.1 1.5 2.8 -2.8 3.3 15.9 
11.1 1.5 2.9 4.8 0.3 20.6 
11.1 1.5 6.3 6.3 3 28.2 
11.1 1.5 7.7 4.4 -1.6 23.1 
11.1 1.5 9.2 2.5 -0.1 24.2 
11.1 3 11.8 1 0.3 27.2 
11.1 3 14.5 4 8.6 41.2 
11.1 3 3.3 -0.8 1.4 18 
11.1 3 3.9 4.5 -1.3 21.2 
11.1 3 9.2 4.8 1.4 29.5 
11.2 -0.4 5.2 3.7 1.1 20.8 
11.2 -0.4 5.5 1.4 3 20.7 
11.2 0 1.5 2.6 6.3 21.6 
11.2 0 13.1 6.7 0 31 
11.2 0 5.5 2.1 3.7 22.5 
11.2 0 6.3 6.3 2.2 26 
11.2 0 8.2 3 2.6 25 
11.2 0 8.9 13.5 3.7 37.3 
11.2 1.1 0.1 1.8 -2 12.2 
11.2 1.5 10.8 0.7 1.1 25.3 
11.2 1.5 12.3 3.3 0.3 28.6 
11.2 1.5 13 3.7 5.6 35 
11.4 -0.4 -3.3 -1.2 -0.1 6.4 
11.4 -0.4 0.1 0.7 -0.8 11 
11.4 -0.4 1.7 -1.6 0.3 11.4 
11.4 -0.4 2 3.3 2.9 19.2 
11.4 -0.4 2.6 5.5 7.1 26.2 
11.4 -0.4 3.1 4.4 -0.9 17.6 
11.4 -0.8 -2.5 -0.1 3.7 11.7 
11.4 -0.8 -5.2 -0.5 -2 2.9 
11.4 -0.8 2.3 -0.6 0.6 12.9 
11.4 -0.8 6.1 -0.2 -0.8 15.7 
11.4 -0.8 8 1.3 1.1 21 
11.4 0 -0.4 -0.4 2.6 13.2 
11.4 0 5.5 2.5 -0.4 19 
11.4 0 6.7 1.1 -0.4 18.8 
11.4 1.1 0.3 -0.4 -1.6 10.8 
11.4 1.1 0.3 -0.4 4.1 16.5 
11.4 1.5 0.5 0.6 0.3 14.3 
11.4 3 -2.2 0.6 -2 10.8 
11.5 -0.4 -0.8 0 1.1 11.4 
11.5 -0.4 -1.3 4.5 2.6 16.9 
11.5 -0.4 -1.7 0 -1.2 8.2 
11.5 -0.4 0.2 1.8 0.3 13.4 
11.5 -0.4 0.3 0 0.3 11.7 
11.5 -0.4 0.5 0 1.5 13.1 
11.5 -0.4 2.4 0 -0.4 13.1 
11.5 -0.4 3.2 4.1 -1.6 16.8 
11.5 -0.4 3.9 2.5 0 17.5 
11.5 -0.4 4.8 2.1 0.7 18.7 
11.5 -0.4 6.5 2.5 -0.4 19.7 
11.5 -0.4 7.3 3.7 1.5 23.6 
11.5 -0.4 7.8 -0.4 0 18.5 
11.5 -0.4 8.5 2.6 1.8 24 
11.5 -0.8 -2.1 1.8 0 10.4 
11.5 -0.8 0.7 0.7 6.7 18.8 
11.5 -0.8 2.5 -0.4 -0.8 12 
11.5 -0.8 3.9 5.6 5.6 25.8 
11.5 0 -0.8 -0.4 -0.4 9.9 
11.5 0 -0.9 -1.2 0 9.4 
11.5 0 1.1 0 0 12.6 
11.5 0 1.4 0.3 3.7 16.9 
11.5 0 1.8 1.5 -0.1 14.7 
11.5 0 10.8 5.2 -0.8 26.7 
11.5 0 11.9 1.4 0.7 25.5 
11.5 0 12.6 6.7 2.9 33.7 
11.5 0 15.7 12.7 4.1 44 
11.5 0 2.8 2.9 0.3 17.5 
11.5 0 3.6 -0.4 -0.8 13.9 
11.5 0 4.6 11.6 -0.1 27.6 
11.5 0 4.7 -1.2 1.8 16.8 
11.5 0 5.5 9 1.1 27.1 
11.5 0 5.9 3 1.1 21.5 
11.5 0 6 0 0 17.5 
11.5 0 6.2 0 0 17.7 
11.5 0 7 6.7 2.6 27.8 
11.5 0 7 7.1 -0.4 25.2 
11.5 0 7.3 4.1 3.7 26.6 
11.5 0 8.1 3.3 0.3 23.2 
11.5 0 8.2 5.2 2.2 27.1 
11.5 0 8.9 4.1 -0.8 23.7 
11.5 1.1 -1.8 -0.5 -1.2 9.1 
11.5 1.1 0.5 2.2 5.6 20.9 
11.5 1.1 2.5 2.6 1.5 19.2 
11.5 1.1 2.9 -0.4 -0.4 14.7 
11.5 1.1 3.3 0.3 0 16.2 
11.5 1.1 3.5 4.8 -0.5 20.4 
11.5 1.5 -2.1 0.7 0 11.6 
11.5 1.5 10.7 1.5 0.3 25.5 
11.5 1.5 10.8 3 0.3 27.1 
11.5 1.5 12.2 2.9 2.2 30.3 
11.5 1.5 18.7 6.3 2.2 40.2 
11.5 1.5 2.5 4.1 -0.8 18.8 
11.5 1.5 3.2 -0.4 0 15.8 
11.5 1.5 3.9 2.2 1.1 20.2 
11.5 1.5 4 1.8 3.3 22.1 
11.5 1.5 6.2 5.2 -0.4 24 
11.5 1.5 6.9 0.6 0 20.5 
11.5 1.5 8.5 2.2 1.1 24.8 
11.5 3 0.1 1.8 1 17.4 
11.5 3 0.3 3.3 -1.2 16.9 
11.5 3 1.1 2.6 0.3 18.5 
11.5 3 2.2 -0.8 -0.8 15.1 
11.5 3 6.9 3.7 0.7 25.8 
11.5 3 7 1.5 0.7 23.7 
11.5 3 8.5 11.2 -1.2 33 
11.6 -0.4 10 3.3 0 24.5 
11.6 -0.4 17.9 2.5 2.6 34.2 
11.6 -0.4 4.3 8.2 2.2 25.9 
11.6 0 4.4 0 -0.4 15.6 
11.6 0 9.6 9 5.2 35.4 
11.6 1.5 12.6 5.6 1 32.3 
11.8 -0.4 -0.2 -0.5 -1.6 9.1 
11.8 -0.4 0.9 1.8 0.3 14.4 
11.8 -0.4 2 -0.1 2.9 16.2 
11.8 -0.4 2.9 4.1 2.2 20.6 
11.8 -0.4 4 -0.1 0.3 15.6 
11.8 -0.4 4.4 -0.1 -2.4 13.3 
11.8 -0.8 -2.6 4.8 1.8 15 
11.8 -0.8 -3.7 2.1 -1.3 8.1 
11.8 0 0.3 3 -0.1 15 
11.8 0 3.3 0.7 1.4 17.2 
11.8 0 6.2 6.3 4.1 28.4 
11.8 0 8.1 2.2 -0.4 21.7 
11.8 1.1 -0.3 -0.9 1.8 13.5 
11.8 1.1 0.3 -1.2 -1.2 10.8 
11.8 1.1 5.1 1.4 -2 17.4 
11.8 1.1 5.8 2.5 -0.1 21.1 
11.8 1.5 -2.1 2.6 0.7 14.5 
11.8 1.5 0 -0.4 2.2 15.1 
11.8 1.5 0.9 3.3 -0.9 16.6 
11.8 1.5 14.1 2.1 2.2 31.7 
11.8 1.5 4.6 2.1 6.7 26.7 
11.8 1.5 5.4 0.3 1 20 
11.8 3 -0.9 -0.4 0.3 13.8 
11.8 3 -1.8 0 -0.8 12.2 
11.8 3 1.7 -0.4 2.9 19 
11.9 -0.4 -0.2 -0.8 2.2 12.7 
11.9 -0.4 -1 0.3 3.7 14.5 
11.9 -0.4 14.1 5.9 -0.1 31.4 
11.9 -0.4 15.3 2.9 5.6 35.3 
11.9 -0.4 2.4 -0.5 1.4 14.8 
11.9 -0.4 2.5 2.2 0.7 16.9 
11.9 -0.4 8.5 2.2 0 22.2 
11.9 0 -0.2 0.7 -0.8 11.6 
11.9 0 -3.3 4.4 4.5 17.5 
11.9 0 0.1 8.2 0 20.2 
11.9 0 0.7 1.5 0 14.1 
11.9 0 1 4.5 -0.4 17 
11.9 0 1.2 4.4 4.4 21.9 
11.9 0 12.6 5.9 -0.1 30.3 
11.9 0 12.7 -0.4 0 24.2 
11.9 0 13.4 5.2 1.8 32.3 
11.9 0 17.2 6.7 5.2 41 
11.9 0 18.7 3.7 4.5 38.8 
11.9 0 2.8 -0.8 0 13.9 
11.9 0 3.2 7.1 5.2 27.4 
11.9 0 3.6 -0.1 -0.4 15 
11.9 0 5.4 3.3 3.7 24.3 
11.9 0 8.1 7.1 6 33.1 
11.9 0 9.6 -0.1 0 21.4 
11.9 1.1 -0.9 -0.4 0 11.7 
11.9 1.1 11.1 6.7 3.3 34.1 
11.9 1.1 4.4 -0.4 -0.4 16.6 
11.9 1.1 9.6 6.7 5.2 34.5 
11.9 1.5 -0.8 3 0.3 15.9 
11.9 1.5 0.2 0 2.6 16.2 
11.9 1.5 12.2 2.6 0.7 28.9 
11.9 1.5 12.2 4.1 5.2 34.9 
11.9 1.5 12.3 6.3 0 32 
11.9 1.5 14.9 5.9 8.6 42.8 
11.9 1.5 15.7 3.2 5.2 37.5 
11.9 1.5 5.1 2.2 0 20.7 
11.9 1.5 6.9 1.7 -0.1 21.9 
11.9 1.5 8.9 -0.8 1.5 23 
11.9 3 4.4 1.1 0 20.4 
12 0 17.2 4.1 -0.4 32.9 
12 0 9.3 1.5 -0.4 22.4 
12.2 -0.4 -0.1 1.5 0 13.2 
12.2 -0.4 0.2 -0.8 -0.5 10.7 
12.2 -0.4 0.8 0.7 0 13.3 
12.2 -0.4 3.9 -0.9 1.4 16.2 
12.2 -0.4 5.2 2.2 2.5 21.7 
12.2 -0.8 0.1 6.3 2.9 20.7 
12.2 -0.8 3.5 0.7 -2 13.6 
12.2 0 -2.9 0.6 -0.1 9.8 
12.2 0 0.2 0 -0.1 12.3 
12.2 0 10.3 5.5 2.2 30.2 
12.2 0 3 1 -1.6 14.6 
12.2 0 3.5 -0.4 -0.4 14.9 
12.2 0 8.4 4.8 3 28.4 
12.2 0 8.4 5.2 0 25.8 
12.2 1.1 0.1 4.4 -2 15.8 
12.2 1.1 1.2 -2.1 -0.1 12.3 
12.2 1.1 1.4 -0.4 0.7 15 
12.2 1.1 3.9 0.6 -2 15.8 
12.2 1.1 4.3 4 2.9 24.5 
12.2 1.1 4.3 5.6 0.3 23.5 
12.2 1.5 -0.4 1.5 0.3 15.1 
12.2 1.5 0.2 1 -0.8 14.1 
12.2 1.5 11.1 1.8 1.4 28 
12.2 1.5 4.6 2.9 4.8 26 
12.2 1.5 7 1 1.8 23.5 
12.2 3 -0.3 1.3 -2 14.2 
12.2 3 -0.9 -1.6 -0.8 11.9 
12.3 -0.4 1.7 3.7 5.6 22.9 
12.3 -0.4 11.1 5.9 -0.4 28.5 
12.3 -0.4 15.3 9 0.7 36.9 
12.3 0 1 2.9 -0.5 15.7 
12.3 0 10 4 0.7 27 
12.3 0 13.4 9.7 1.4 36.8 
12.3 0 14.6 15 1.5 43.4 
12.3 0 4 1.4 2.6 20.3 
12.3 0 4.3 1.1 0 17.7 
12.3 0 4.8 4.5 3.7 25.3 
12.3 0 5.6 1.1 1.5 20.5 
12.3 0 5.9 1.1 1.1 20.4 
12.3 0 6.2 3.7 4.8 27 
12.3 0 7.8 2.9 4.1 27.1 
12.3 0 8.5 3.7 3.3 27.8 
12.3 0 8.9 -1.7 0.3 19.8 
12.3 0 9.6 6.7 2.6 31.2 
12.3 1.1 -0.1 5.6 0.7 19.6 
12.3 1.1 -0.9 3 1.8 17.3 
12.3 1.1 0.6 1.5 -0.8 14.7 
12.3 1.1 0.6 5.2 2.2 21.4 
12.3 1.5 0.2 0 -0.4 13.6 
12.3 1.5 12.3 3.3 3 32.4 
12.3 1.5 14.5 7.1 -1.2 34.2 
12.3 1.5 4.3 3.2 5.2 26.5 
12.3 1.5 4.4 2.6 1.1 21.9 
12.3 3 15.3 4.8 4.5 39.9 
12.6 -0.4 1.3 2.6 -0.4 15.7 
12.6 -0.4 9.6 8.6 1.1 31.5 
12.6 0 -0.9 -0.1 -1.2 10.4 
12.6 0 0.1 0.3 0 13 
12.6 0 10 2.9 -0.1 25.4 
12.6 0 2.2 -0.4 -1.2 13.2 
12.6 0 2.4 1.8 -0.1 16.7 
12.6 0 3.7 0.3 1.1 17.7 
12.6 0 5.2 0.7 -1.2 17.3 
12.6 0 5.5 4.5 5.2 27.8 
12.6 0 5.9 0 0 18.5 
12.6 0 6.6 2.9 -0.4 21.7 
12.6 0 8.9 4.1 2.2 27.8 
12.6 1.1 11.5 1.8 -0.8 26.2 
12.6 1.1 12.3 4.1 0.3 30.4 
12.6 1.1 4.3 2.2 -1.2 19 
12.6 1.1 9.6 1.1 1.5 25.9 
12.6 1.5 -0.2 -0.1 -0.1 13.7 
12.6 1.5 -0.8 0 0 13.3 
12.6 1.5 -0.9 -2 0 11.2 
12.6 1.5 -2.1 0.3 -1.6 10.7 
12.6 1.5 0.3 0 2.6 17 
12.6 1.5 1 2.2 0.7 18 
12.6 1.5 1.7 -1.6 -0.4 13.8 
12.6 1.5 14.9 6.3 0 35.3 
12.6 1.5 19.8 4.4 1.1 39.4 
12.6 1.5 2.8 1.8 1.4 20.1 
12.6 1.5 3.6 0.7 0.7 19.1 
12.6 1.5 4.4 -0.4 0 18.1 
12.6 3 1.3 1.8 4.1 22.8 
12.6 3 2.1 -0.4 0 17.3 
12.7 0 10 0.6 -1.2 22.1 
12.7 0 11.5 5.9 1.5 31.6 
12.7 0 2.5 1.1 2.2 18.5 
12.7 0 4.4 5.6 2.2 24.9 
12.7 0 4.5 4.5 0.7 22.4 
12.7 0 7.3 0.3 0 20.3 
12.7 1.1 8.2 1.5 2.6 26.1 
12.7 1.5 7 3.3 1.1 25.6 
12.9 -0.4 -0.9 -0.8 -3.2 7.6 
12.9 -0.8 -0.3 0.2 -2.8 9.2 
12.9 -0.8 -3.2 -0.5 -1.2 7.2 
12.9 0 -2.4 1.5 0 12 
12.9 0 6.3 -0.1 -0.8 18.3 
12.9 1.1 -1.5 -2.9 -2.8 6.8 
12.9 1.1 0.8 -2.5 -0.9 11.4 
12.9 1.1 2 -0.5 1 16.5 
12.9 1.1 2 0.6 -0.9 15.7 
12.9 3 1.2 0.6 -1.3 16.4 
13 -0.4 -0.1 1.5 -0.4 13.6 
13 -0.4 -0.5 0 -0.4 11.7 
13 -0.4 10.3 2.2 1.1 26.2 
13 -0.4 5.4 0.6 1.5 20.1 
13 0 -0.1 3 1.1 17 
13 0 -2 0 0 11 
13 0 -2.1 -0.4 -0.8 9.7 
